Plot_ID,Region,Crop_Type,Soil_Type,Fertilizer_Used,Irrigation_Water_Liters,Pesticide_Use_Kg,Crop_Yield_MT,Seasonal_Temp_C,Rainfall_mm,Humidity_Pct,Pest_Infestation_Level,Farm_Size_Acres
PLOT_1027,West,Rice,Clay,Yes,26152.794400032773,8.025755552816229,437.63,12.54736246376018,2414.471771720925,51.0,Medium,761.5972559987789
PLOT_1028,North,Soybeans,Clay,Yes,39748.239121249855,48.57530868035571,2975.13,32.622602191789525,2100.0753000315144,85.0,Low,1031.8726671875577
PLOT_1029,North,Soybeans,Loamy,Yes,76674.69264609471,95.225052693732,3421.67,30.939086708891445,2200.263000777907,60.6,Low,943.7702809854404
PLOT_1030,Southwest,Maize,Loamy,No,62269.598087757935,15.011188708895157,948.56,37.9206384585396,2381.218522920145,73.9,Medium,523.3471442314552
PLOT_1031,Southwest,Soybeans,Loamy,Yes,77686.32251696209,27.896190928536576,1056.68,17.81272193622103,1531.024970133136,78.6,Low,253.26220517918495
PLOT_1032,Southwest,Soybeans,Sandy,Yes,60715.33023111792,78.6607159828564,3249.8,24.403515477920948,1365.1846807641282,73.0,Low,624.3282324110669
PLOT_1033,West,Wheat,Clay,Yes,17345.61061784732,74.99920893294474,829.59,39.62647598219256,1093.3808157476371,43.4,Medium,887.4312257963319
PLOT_1034,North,Maize,Loamy,Yes,8904.727172195395,97.36603701636938,3478.21,31.11979040433015,1675.7328822826748,61.6,High,532.1572244945677
PLOT_1035,East,Cotton,Clay,No,47902.26919069444,106.57657988602148,1461.37,22.4405892115711,1372.1263927771006,68.7,High,805.1247130939182
PLOT_1036,Southwest,Maize,Loamy,Yes,31193.809257398327,21.07244731395864,612.67,14.20519625136859,1366.022569862544,85.9,High,126.7780001548867
PLOT_1037,Southwest,Cotton,Loamy,Yes,24934.801170500938,7.297623721905256,523.24,18.399520252818917,2458.0876933950626,61.6,Low,901.3856126001132
PLOT_1038,South,Wheat,Clay,No,65348.03572833173,91.20481495736328,912.3,28.598895279660265,2564.070907128043,90.1,High,978.0656395732784
PLOT_1039,North,Rice,Clay,Yes,31891.488298228,42.6739744707949,4095.67,32.98137432193644,2142.0898759915567,61.4,Low,852.6028590999413
PLOT_1040,East,Soybeans,Loamy,No,28092.073699807097,83.2479892397442,1869.55,13.981500379260591,2052.705703055589,67.9,High,1161.2073512187433
PLOT_1041,Southwest,Wheat,Clay,Yes,68599.0570808448,23.818073507778088,3648.02,29.187112321409728,1881.2558640029783,82.8,Low,994.5826880908588
PLOT_1042,Southwest,Soybeans,Clay,Yes,68317.83757297098,63.63000583324536,4290.27,27.611240922840032,723.6684177504059,70.0,Medium,1085.166067533698
PLOT_1043,Southwest,Rice,Sandy,Yes,31083.8644693843,68.05309325792962,4078.86,26.446574294102657,482.9880969702226,92.6,Medium,1121.281733897313
PLOT_1044,North,Rice,Loamy,No,67269.90127493344,78.13472704665202,4511.19,32.083939765824255,1904.134209004842,74.6,Medium,964.5973703704632
PLOT_1045,North,Wheat,Sandy,Yes,68659.16526528221,69.14625204132055,773.25,36.79838704267078,1989.769000077296,66.4,Low,813.9967277777015
PLOT_1046,West,Rice,Loamy,Yes,36218.72066225464,66.96134627858923,52.86,20.335669861659788,455.68922997081455,36.4,Low,21.776518912535305
PLOT_1047,East,Cotton,Silt,Yes,9051.957895897038,46.59176924798194,741.87,38.44839008355071,2438.1164380149085,59.8,Medium,567.0035175694028
PLOT_1048,West,Rice,Loamy,No,4120.432979441848,13.89752953976078,306.38,15.140275603793622,555.0664387505244,53.0,Low,691.8273238674977
PLOT_1049,East,Soybeans,Clay,Yes,43770.22717956362,16.190024599605287,1121.9,15.53676383203726,993.2762009852054,79.9,Low,375.2758728508796
PLOT_1050,North,Soybeans,Loamy,No,30149.737496147038,59.22228430089421,926.37,18.536706035965565,1862.877078797085,47.5,Low,391.9537695806144
PLOT_1051,South,Soybeans,Silt,No,79782.02395603582,49.47414097762413,2039.95,13.82498782550649,732.2133374100717,47.3,High,1153.9739076165458
PLOT_1052,North,Soybeans,Clay,Yes,62703.2359716736,69.51685058431222,2639.89,17.370215189852082,474.68574899505,46.4,Low,1071.677375265254
PLOT_1053,South,Cotton,Clay,Yes,61856.93468263135,43.10477115703337,659.16,13.405176412891027,1095.079600619337,42.5,Low,1021.2771215195196
PLOT_1054,North,Maize,Loamy,Yes,42684.972797274706,90.98876143191556,2585.05,36.29607734353249,2073.436043424153,53.7,Low,496.1239850217411
PLOT_1055,North,Wheat,Sandy,No,71467.05423989239,112.99435275118884,122.77,14.447007740371989,1280.7770277168356,88.2,High,31.232782234563736
PLOT_1056,North,Soybeans,Loamy,Yes,28182.24843868554,42.35789859835846,379.42,33.91352184191542,1819.189074292864,81.5,Low,110.06336205002118
PLOT_1057,North,Rice,Loamy,No,16615.028841894604,29.12300099237857,287.68,11.53324377322668,1654.1429687633074,79.1,High,384.9526963378604
PLOT_1058,West,Soybeans,Loamy,Yes,60687.81214497665,19.52257178176114,40.83,40.35265048044528,399.991584557556,82.8,Low,33.655351899877225
PLOT_1059,East,Rice,Loamy,Yes,32748.81591989835,82.03175507135155,73.0,32.75712280088852,2574.21497085284,51.2,High,35.322491569509765
PLOT_1060,North,Rice,Loamy,Yes,39961.12152395269,60.48199889257118,844.57,10.217489554755575,443.2131998436224,88.2,Medium,1101.174912446257
PLOT_1061,East,Soybeans,Clay,Yes,51910.22757688684,28.50196464953612,1170.67,34.44340800640685,2527.5561597090914,43.2,Low,851.7978250110791
PLOT_1062,West,Cotton,Clay,Yes,72998.32344707829,86.64209166148193,1257.15,26.45062146451793,1587.194401319896,55.2,High,381.1128482307609
PLOT_1063,West,Rice,Loamy,No,35850.66927899342,23.56039787566055,274.29,34.93968545072383,2517.1078108964,70.2,High,172.1838244571295
PLOT_1064,West,Rice,Sandy,No,63532.08365667146,74.28758823099407,2013.19,26.71989788449883,608.1955986811297,41.2,High,621.2883257056664
PLOT_1065,South,Soybeans,Clay,No,24393.824136873965,70.89354770315808,61.17,30.51279544433135,1453.419168167405,78.8,Low,21.33520061242188
PLOT_1066,South,Rice,Clay,No,57045.85611019463,96.7784751482604,4449.18,35.1626129726413,731.3842066986319,58.2,Medium,1127.0202864719006
PLOT_1067,East,Rice,Clay,No,4120.036001921302,11.888704992583344,735.15,22.96345774681141,464.6934733004954,82.1,Low,506.5559164759025
PLOT_1068,Southwest,Soybeans,Clay,No,70234.54822528824,115.9841164814163,584.45,10.086660794254469,1739.440508890201,64.6,Low,491.76692195623934
PLOT_1069,West,Soybeans,Clay,Yes,6308.848076539151,92.87396576835243,1115.96,37.198287870246034,817.5126971638058,45.9,Low,477.8534249844119
PLOT_1070,North,Wheat,Loamy,Yes,58169.2853619564,32.01574979359528,494.81,22.188491603989203,1672.3182911469785,79.1,Low,97.15407150950124
PLOT_1071,West,Cotton,Loamy,No,7515.622383857575,27.925668576217458,811.21,25.873367232530654,602.8200843852177,50.1,Low,771.4118541533145
PLOT_1072,West,Cotton,Loamy,No,24234.673153944263,58.95752676797293,356.42,10.248532548927,1096.9695607235813,64.4,High,883.6092892595988
PLOT_1073,Southwest,Rice,Loamy,Yes,41787.38267029804,107.19566619307462,4172.85,25.74694433120313,2108.673255619806,39.5,High,816.208596142124
PLOT_1074,East,Cotton,Clay,Yes,35915.3400864661,110.3687491423884,516.98,41.56759685029535,1333.3659241449222,72.1,Medium,179.04605959533225
PLOT_1075,Southwest,Rice,Loamy,Yes,18579.544709676804,70.05701151742288,2361.52,18.90456514620063,1762.4271835190068,75.0,Low,700.9255991221772
PLOT_1076,Southwest,Wheat,Sandy,No,29369.93328990204,112.60135783584218,2056.36,22.6533846477561,1806.7803666774785,57.7,High,689.8391137441208
PLOT_1077,Southwest,Soybeans,Clay,No,59305.684124633495,5.680463648961322,1667.39,31.99007988699765,2248.4488489714104,92.3,High,1044.0667837105375
PLOT_1078,South,Soybeans,Loamy,Yes,54863.53903605327,9.396828941449575,1561.42,36.07339736075708,1081.076287414943,87.5,Low,464.2662751751417
PLOT_1079,West,Soybeans,Loamy,Yes,45499.79482309021,118.97769920459284,1695.74,23.35653196819521,1896.4150158106645,77.5,Medium,455.2108432364295
PLOT_1080,East,Cotton,Sandy,No,60796.00274353936,101.9164912357395,388.78,19.90940385284136,2513.635565853873,77.8,High,747.9545645810499
PLOT_1081,West,Wheat,Sandy,No,8031.486970974155,61.33825728129821,392.28,40.01042559952215,1993.0475023052031,50.1,Medium,765.191094396923
PLOT_1082,East,Cotton,Loamy,Yes,45262.405571583615,99.2012664347484,2062.41,31.668638933493416,1452.2085726149253,74.4,Low,571.1029943810615
PLOT_1083,North,Cotton,Loamy,Yes,23764.76885120649,124.4549327154277,366.29,13.808681743780514,1769.1142501068407,46.9,Low,540.025344361549
PLOT_1084,Southwest,Wheat,Loamy,Yes,48664.44969454623,101.51119048516064,2408.09,12.205692100308756,2014.2865199669932,43.6,High,600.564989705891
PLOT_1085,West,Wheat,Sandy,Yes,23860.95809150854,110.29641672729024,4726.39,25.47359522529181,1727.620472811213,95.0,Low,1035.3386799114246
PLOT_1086,East,Wheat,Loamy,No,78856.80569156316,100.07582267375771,1067.83,17.042882113512718,387.5205803521381,72.3,Medium,561.4827779858833
PLOT_1087,North,Wheat,Loamy,Yes,27539.34196329242,26.0263865541927,4184.7,18.12751210804011,788.2403697962582,60.9,Medium,1128.8191734842396
PLOT_1088,North,Soybeans,Sandy,Yes,22389.008311261696,109.19676370571707,1390.66,38.08614972249114,2173.5534887347985,52.3,Medium,612.2444598616463
PLOT_1089,Southwest,Maize,Loamy,Yes,25163.362109566297,29.388602503026256,4545.34,12.86611277812194,963.4639564530904,71.2,High,1139.8028214193564
PLOT_1090,East,Maize,Sandy,No,72131.93715170644,116.57641600551838,4517.56,32.89165168732447,1538.9573767633105,38.0,Low,1001.9058037148548
PLOT_1091,North,Wheat,Loamy,No,52352.6309788702,62.33123726013449,1590.71,18.676552108178814,1187.270484293822,40.7,Low,444.4811172997575
PLOT_1092,South,Maize,Loamy,Yes,59531.99140397901,89.62209403887856,8263.65,34.3305030849324,1524.239738355372,37.0,High,1038.41508423649
PLOT_1093,West,Maize,Loamy,Yes,73768.79876717064,67.15510598508044,664.92,33.11716430283343,502.9399245936584,65.0,Low,145.42499177832153
PLOT_1094,North,Wheat,Sandy,Yes,73302.30884822056,16.748866177075254,3697.69,10.236540846217377,757.7575123618465,71.0,Low,1111.1809027814722
PLOT_1095,West,Maize,Loamy,No,60159.88433998329,41.34028845258314,1684.69,26.29233321349117,2503.6931679182776,38.7,Medium,763.4975653732266
PLOT_1096,North,Cotton,Loamy,No,19034.65659194054,127.96648174962576,21.32,14.458223436097484,2352.8106202555564,78.3,High,79.45303699893876
PLOT_1097,South,Rice,Clay,No,68096.37237130041,125.08934395872716,3713.28,37.71926497851766,1817.618999522863,48.8,High,778.4442175262117
PLOT_1098,North,Rice,Sandy,Yes,19486.978598520844,45.06086220694341,7352.58,37.89074825159701,1384.200344117909,76.1,Medium,634.9244795261408
PLOT_1099,South,Wheat,Loamy,No,60460.30987148083,129.53710053065322,320.31,23.387065839800258,1870.4629090142532,93.9,Low,97.71377571833528
PLOT_1100,West,Soybeans,Loamy,Yes,56105.83305741045,110.69389943711244,3442.83,24.220659790434578,1741.873150461363,76.5,High,672.3049360894023
PLOT_1101,South,Wheat,Loamy,Yes,61675.55261067394,81.36993742903184,5036.48,19.705054060944867,1629.2425751103772,88.0,Low,901.1363044648564
PLOT_1102,Southwest,Soybeans,Loamy,Yes,44484.11173424999,10.015577532626184,2341.15,32.93140156672099,483.1484116929691,91.9,Medium,975.1564252389446
PLOT_1103,East,Rice,Loamy,No,52543.18985094069,117.68085369229745,1764.26,21.47716361684669,1773.8058739883904,64.2,Low,505.3855464051431
PLOT_1104,North,Wheat,Loamy,Yes,76452.32611300341,74.67865990803996,1283.94,18.56935918472428,2080.070100285129,77.1,Medium,256.937372614368
PLOT_1105,North,Cotton,Loamy,No,11682.733157240333,113.5595189003462,30.47,23.831393904144264,2586.683722952545,86.1,Medium,65.17560034527484
PLOT_1106,Southwest,Maize,Loamy,No,27472.39288340312,67.21099494347152,1047.42,12.92760058839868,374.9267433371968,56.4,Medium,701.9754961602114
PLOT_1107,West,Soybeans,Clay,Yes,50463.13299547706,109.12577690013576,2064.49,33.89130254861452,1992.8902699490225,50.7,Medium,551.6996182671188
PLOT_1108,East,Maize,Clay,Yes,77268.11388999318,92.27173258936313,4045.77,10.403084840697185,1636.525960855956,91.8,Low,1139.2621082524074
PLOT_1109,West,Maize,Loamy,No,11263.658022357688,41.42689233450608,383.87,30.62352196865901,1326.6173961821526,78.6,Low,86.8168156421681
PLOT_1110,Southwest,Wheat,Loamy,Yes,5713.740836286568,47.02003221806498,2531.83,15.851664856155915,637.0328927855844,48.2,Medium,827.1934819835168
PLOT_1111,North,Maize,Loamy,No,8236.969483744928,43.55865157283579,161.07,17.43692947886122,1270.4415844284715,61.9,Low,44.58497321226774
PLOT_1112,East,Cotton,Loamy,Yes,7982.83217105111,7.505749941570587,515.64,30.34022395648128,1147.3486617188046,82.8,Low,218.14949940199315
PLOT_1113,East,Maize,Clay,No,72994.00519108273,77.8211136518514,1169.0,41.77419090505303,1031.36725020217,67.8,High,552.4911149085584
PLOT_1114,North,Wheat,Clay,No,58815.60100297068,92.3542088057541,617.13,34.88695965032162,1994.4791524749676,74.0,High,554.0238447213989
PLOT_1115,South,Cotton,Loamy,Yes,55460.08383091715,111.73324919065044,1072.69,17.226868231148543,1926.6324228895933,80.2,Low,827.555143376368
PLOT_1116,North,Rice,Sandy,Yes,43715.53433989752,22.52067917284129,1707.48,15.63279216131628,1675.295204707051,72.3,Low,1093.6024463182916
PLOT_1117,East,Maize,Clay,No,63428.398889883545,73.02289362210021,1256.66,37.719451848565456,2461.995829910088,67.4,Low,772.2531083141812
PLOT_1118,West,Wheat,Clay,No,15829.2474498809,6.001017584222858,2903.16,24.213886333488137,1137.1723644069225,80.0,Medium,1144.939090954038
PLOT_1119,West,Rice,Clay,Yes,33787.53042392124,16.886705963841187,1189.98,14.385689690500977,898.554359847904,78.7,Medium,1059.714533255427
PLOT_1120,West,Rice,Loamy,Yes,41240.32305809011,11.776468025749132,3887.32,37.59076554630202,1825.782454471399,72.8,High,707.6322577039864
PLOT_1121,North,Soybeans,Loamy,Yes,12391.121823431196,95.68475425193589,2817.75,36.114955293256365,797.3316371091566,56.6,Low,1003.0434618388103
PLOT_1122,West,Cotton,Sandy,Yes,35883.04190965129,15.132445484700394,1830.93,41.48500364470924,1058.7736411627052,59.3,High,776.4544682335063
PLOT_1123,North,Maize,Loamy,Yes,28054.135223959147,94.55662269484876,397.76,39.11179797480588,855.3554901684909,93.2,Low,108.09102964461668
PLOT_1124,Southwest,Wheat,Loamy,Yes,6704.24308030316,36.20308805132292,473.56,37.25729083713733,1483.3438709391592,41.7,Low,892.5691970625193
PLOT_1125,North,Soybeans,Clay,No,14391.890607421878,114.71412008711744,123.03,11.6823807299521,2211.872168680265,51.1,Medium,127.46650290180526
PLOT_1126,Southwest,Cotton,Loamy,Yes,62066.79856072785,106.64374854547675,482.48,13.341291823939777,922.7162215737376,64.5,Low,718.9880949751092
PLOT_1127,North,Soybeans,Sandy,Yes,5370.881122352979,124.72877718440957,3563.24,28.20746221773193,1414.3118825217966,85.2,Medium,847.6286439420012
PLOT_1128,East,Cotton,Clay,No,75003.25073132344,115.470251932254,123.96,27.007335881018268,447.4593648222019,44.8,High,93.83521572986346
PLOT_1129,East,Cotton,Loamy,Yes,10568.272065990044,121.6661773895434,660.92,24.65482286366513,1923.513799068447,51.6,Low,288.49166490294016
PLOT_1130,South,Maize,Loamy,Yes,64742.09515946282,112.34279956416349,10054.26,22.69725841326669,1093.7622551891543,38.9,Low,1100.071595230055
PLOT_1131,Southwest,Cotton,Clay,Yes,72294.85711170378,91.67273757685692,1977.59,23.798735515658525,2025.6576376157225,77.4,Medium,745.3326732959822
PLOT_1132,East,Soybeans,Sandy,Yes,75526.30444863398,26.282394015679497,1488.17,28.217533892313448,1277.9068860526986,49.3,Medium,306.8489322904799
PLOT_1133,Southwest,Cotton,Loamy,Yes,69928.25378569392,38.96343985676162,477.02,10.0664485632026,790.4501144126555,58.3,Low,833.4555288103878
PLOT_1134,North,Maize,Loamy,Yes,25853.802996333685,31.590870766284137,4498.38,18.34268077225127,1504.6439351345807,61.6,High,722.1800576546023
PLOT_1135,North,Maize,Loamy,No,29314.621981724253,80.4482234572757,2398.69,26.584951062038755,643.6352591842395,88.5,High,609.3672044027688
PLOT_1136,East,Soybeans,Silt,No,36417.47309436578,67.95249224670017,3280.29,33.11091515755668,1341.2131097142385,59.7,Medium,1171.781565360879
PLOT_1137,North,Rice,Clay,Yes,14586.548394939662,113.38499964480296,1257.45,15.573014156652684,1063.9373241960948,43.7,High,824.892726227898
PLOT_1138,North,Rice,Loamy,No,5692.706585109014,124.08410831238446,846.73,27.50019756119785,2401.909064449175,66.5,Medium,459.8977149564765
PLOT_1139,South,Cotton,Loamy,Yes,70053.24268535864,55.60748620226804,1899.04,32.862709884345016,487.0896238716199,92.8,High,963.0870170110886
PLOT_1140,West,Wheat,Loamy,No,46113.78243199468,68.29381916010155,3007.65,24.22808505324495,1911.5391817379195,71.5,High,1063.2312021116074
PLOT_1141,West,Cotton,Loamy,No,50262.94360554444,126.4395446005174,69.67,10.866596277441634,761.1901234717308,94.0,Low,163.38636302744524
PLOT_1142,West,Soybeans,Loamy,Yes,74451.12408615244,39.52986770289294,1252.59,24.37658107090037,1067.8514172475398,85.5,High,623.1219542517829
PLOT_1143,West,Soybeans,Clay,Yes,54549.13353663479,104.0488469198517,1279.54,19.4862364078129,1284.9066418896484,37.2,Low,271.2290058164189
PLOT_1144,West,Soybeans,Loamy,Yes,56504.86632982582,33.15498779190578,1103.35,39.748787446442506,2393.033951093692,74.5,Low,834.0859941230503
PLOT_1145,West,Soybeans,Clay,Yes,63809.6172811924,90.182514428159,2081.52,13.987628341706476,895.8010986661066,52.2,Low,729.6018727381407
PLOT_1146,East,Soybeans,Sandy,Yes,12842.482189162689,36.70195345482052,1840.46,30.87923057623143,555.444805725508,68.6,Low,748.505004167827
PLOT_1147,South,Maize,Loamy,No,31372.32364424816,115.46667360392335,2766.83,11.687032522704037,1067.051608978678,51.8,Low,1129.816360132059
PLOT_1148,East,Rice,Loamy,No,41240.32305809011,75.1847429670846,2732.42,24.277454010006288,585.52093370495,55.9,High,934.4551663766576
PLOT_1149,West,Soybeans,Loamy,No,74142.68593564609,28.24170510929807,397.96,27.72734359104258,639.3420934112431,90.4,Low,166.60525554646307
PLOT_1150,East,Wheat,Loamy,No,71189.72251957405,33.04614696231076,1552.14,19.53455780213969,1641.16384544381,47.4,Low,426.7958926738395
PLOT_1151,East,Wheat,Loamy,No,38358.72678576191,66.73114946351254,1046.48,24.562420336652306,487.02934947386,87.4,Low,530.9414707182467
PLOT_1152,East,Wheat,Loamy,No,69146.66447259723,125.20025319685986,1009.83,15.233721424965996,419.5944831355236,36.8,Medium,484.2144826659118
PLOT_1153,East,Wheat,Clay,Yes,7678.087027878186,101.2052704854568,3085.0,19.73196318297716,1957.43172830862,40.5,Low,808.1307018568268
PLOT_1154,Southwest,Maize,Sandy,Yes,15287.324243540928,66.03870535323064,7904.27,29.875402397126496,1163.7059633923502,86.3,Low,1071.893327359027
PLOT_1155,South,Wheat,Sandy,No,35461.545084788115,47.214893070277135,892.6,19.657601787556963,632.0945357762148,72.8,Low,377.6709842745038
PLOT_1156,West,Soybeans,Loamy,No,40737.79706784161,73.65856166855534,1060.35,38.7917785090839,920.6287344343436,79.8,High,668.974406659105
PLOT_1157,North,Cotton,Loamy,Yes,24026.54366758512,98.54510417857746,2922.39,30.109022644511672,1794.694641542898,47.6,Low,950.450164967599
PLOT_1158,East,Wheat,Clay,Yes,31092.226984431847,69.09189857787693,2404.36,24.036768589951503,969.9572760669153,67.2,Medium,508.218399731739
PLOT_1159,West,Maize,Clay,Yes,16370.983677928029,45.57609976211808,684.32,11.24022193773384,1462.6725315209178,79.2,Low,214.2199821531656
PLOT_1160,West,Maize,Clay,Yes,41174.18641040895,95.14490852673464,3685.76,25.98554672654948,623.8144401350127,72.6,Low,577.8168938375417
PLOT_1161,North,Wheat,Loamy,Yes,64332.090257957454,87.22359750452327,176.83,34.472839748002855,1673.2106846122556,63.3,Medium,80.43868708048873
PLOT_1162,Southwest,Cotton,Loamy,No,54263.38991825924,124.88903649953672,1282.15,18.49784313639724,1061.174788647344,92.6,High,1131.724392992698
PLOT_1163,East,Wheat,Sandy,Yes,12192.210799781136,121.38628631350186,139.51,35.81675422876056,1760.678977689612,75.6,Medium,103.66312815604306
PLOT_1164,East,Maize,Loamy,Yes,41056.20185815042,103.67241570044712,2583.61,18.057816513628207,2168.888485184051,89.5,Low,534.5712075719351
PLOT_1165,North,Rice,Sandy,No,57021.12509125909,95.42433610686604,2971.7,36.359884414425615,1726.204443627483,78.8,Low,642.9092943899035
PLOT_1166,East,Soybeans,Loamy,No,44272.04253809953,39.25519871303448,1885.33,12.728586931573677,1015.4320158387964,79.1,Low,1182.5850412604332
PLOT_1167,East,Maize,Clay,No,33767.34533670172,110.74565701231668,704.47,37.71787868380895,925.4233284836758,39.8,High,211.73586101679
PLOT_1168,West,Wheat,Loamy,Yes,51265.49601757474,58.438212964170766,609.35,25.97396642986657,1086.697157150258,56.6,High,150.6013495556449
PLOT_1169,North,Soybeans,Clay,Yes,77616.53856282095,39.030067813255584,93.11,19.489202867848384,720.3961547821359,86.5,Medium,25.31678426911414
PLOT_1170,East,Wheat,Sandy,No,11213.001142221929,53.02009474418281,491.96,18.48362401328476,757.6366644125452,49.0,Low,199.35215269012323
PLOT_1171,South,Wheat,Loamy,No,33641.22061681461,109.49193625206348,687.5,23.824337885771605,2129.0549792753777,41.9,Low,260.6184801951861
PLOT_1172,East,Rice,Clay,Yes,34902.04483150327,23.579151947235623,3709.08,41.96958393931664,1215.6482971417513,54.6,Low,762.2384157759644
PLOT_1173,North,Soybeans,Clay,Yes,47849.5155955962,62.01984263997781,1086.57,17.050476590002642,1330.989156283818,48.2,Low,275.35254661380947
PLOT_1174,Southwest,Soybeans,Sandy,No,15565.26974302576,66.54469931618621,68.23,13.302932764127988,1686.6112975253252,90.5,Low,39.31716545425037
PLOT_1175,West,Rice,Loamy,Yes,17424.870270155683,9.578712199852426,5476.95,28.72112539899718,1676.7203640909822,87.1,Medium,994.5427394204492
PLOT_1176,East,Maize,Sandy,Yes,25687.465335836954,29.468253693520666,2081.06,25.633358926088228,501.5979609243329,65.0,Low,448.2309056897006
PLOT_1177,Southwest,Wheat,Loamy,Yes,76646.12328840749,108.34280357198206,1507.14,26.774280674025835,2220.966769259748,38.7,Low,434.13057359816975
PLOT_1178,West,Cotton,Loamy,Yes,59792.2521735486,108.84592357434508,1129.64,31.341933361830947,748.9847447538637,77.9,Low,373.437649563993
PLOT_1179,West,Wheat,Loamy,No,54288.69092855424,41.551885485531,3277.53,18.548610235860775,1976.9111811117548,72.4,High,1170.8173334185087
PLOT_1180,Southwest,Wheat,Clay,Yes,66088.78424196393,114.3621543247408,208.7,39.14127985228443,2088.5097232883745,93.2,Low,216.58676951149852
PLOT_1181,Southwest,Maize,Loamy,Yes,13695.811637668665,101.47286738354347,6886.81,23.94150611591329,1958.523951705456,68.5,High,1079.4121057845837
